source_id,target_id,relationship,weight,label,bidirectional
tool_109,tool_84,SIMILAR_PURPOSE,1,similar purpose,0
tool_75,tool_3,SIMILAR_PURPOSE,1,similar purpose,0
tool_75,tool_13,SIMILAR_PURPOSE,1,similar purpose,0
tool_75,tool_19,SIMILAR_PURPOSE,1,similar purpose,0
tool_75,tool_25,SIMILAR_PURPOSE,1,similar purpose,0
tool_75,tool_38,SIMILAR_PURPOSE,1,similar purpose,0
tool_75,tool_42,SIMILAR_PURPOSE,1,similar purpose,0
tool_75,tool_50,SIMILAR_PURPOSE,1,similar purpose,0
tool_75,tool_59,SIMILAR_PURPOSE,1,similar purpose,0
tool_75,tool_61,SIMILAR_PURPOSE,1,similar purpose,0
tool_75,tool_69,SIMILAR_PURPOSE,1,similar purpose,0
tool_75,tool_78,SIMILAR_PURPOSE,1,similar purpose,0
tool_75,tool_83,SIMILAR_PURPOSE,1,similar purpose,0
tool_75,tool_100,SIMILAR_PURPOSE,1,similar purpose,0
tool_76,tool_3,SIMILAR_PURPOSE,1,similar purpose,0
tool_76,tool_4,SIMILAR_PURPOSE,1,similar purpose,0
tool_76,tool_27,SIMILAR_PURPOSE,1,similar purpose,0
tool_76,tool_28,SIMILAR_PURPOSE,1,similar purpose,0
tool_76,tool_66,SIMILAR_PURPOSE,1,similar purpose,0
tool_76,tool_72,SIMILAR_PURPOSE,1,similar purpose,0
tool_76,tool_101,SIMILAR_PURPOSE,1,similar purpose,0
tool_67,tool_3,SIMILAR_PURPOSE,1,similar purpose,0
tool_67,tool_9,SIMILAR_PURPOSE,1,similar purpose,0
tool_67,tool_14,SIMILAR_PURPOSE,1,similar purpose,0
tool_67,tool_22,SIMILAR_PURPOSE,1,similar purpose,0
tool_67,tool_94,SIMILAR_PURPOSE,1,similar purpose,0
tool_67,tool_99,SIMILAR_PURPOSE,1,similar purpose,0
tool_67,tool_106,SIMILAR_PURPOSE,1,similar purpose,0
tool_67,tool_109,SIMILAR_PURPOSE,1,similar purpose,0
tool_67,tool_111,SIMILAR_PURPOSE,1,similar purpose,0
tool_86,tool_5,SIMILAR_PURPOSE,1,similar purpose,0
tool_86,tool_6,SIMILAR_PURPOSE,1,similar purpose,0
tool_86,tool_12,SIMILAR_PURPOSE,1,similar purpose,0
tool_86,tool_29,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_6,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_13,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_19,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_20,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_21,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_22,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_38,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_52,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_59,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_77,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_87,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_96,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_102,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_104,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_108,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_111,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_15,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_16,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_17,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_26,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_56,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_91,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_24,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_65,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_67,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_73,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_82,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_83,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_86,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_99,SIMILAR_PURPOSE,1,similar purpose,0
tool_107,tool_109,SIMILAR_PURPOSE,1,similar purpose,0
tool_57,tool_29,SIMILAR_PURPOSE,1,similar purpose,0
tool_57,tool_35,SIMILAR_PURPOSE,1,similar purpose,0
tool_57,tool_45,SIMILAR_PURPOSE,1,similar purpose,0
tool_57,tool_54,SIMILAR_PURPOSE,1,similar purpose,0
tool_57,tool_58,SIMILAR_PURPOSE,1,similar purpose,0
tool_57,tool_60,SIMILAR_PURPOSE,1,similar purpose,0
tool_57,tool_77,SIMILAR_PURPOSE,1,similar purpose,0
tool_57,tool_79,SIMILAR_PURPOSE,1,similar purpose,0
tool_57,tool_93,SIMILAR_PURPOSE,1,similar purpose,0
tool_57,tool_98,SIMILAR_PURPOSE,1,similar purpose,0
tool_57,tool_103,SIMILAR_PURPOSE,1,similar purpose,0
tool_57,tool_105,SIMILAR_PURPOSE,1,similar purpose,0
tool_57,tool_30,SIMILAR_PURPOSE,1,similar purpose,0
tool_57,tool_53,SIMILAR_PURPOSE,1,similar purpose,0
tool_57,tool_63,SIMILAR_PURPOSE,1,similar purpose,0
tool_57,tool_80,SIMILAR_PURPOSE,1,similar purpose,0
tool_57,tool_90,SIMILAR_PURPOSE,1,similar purpose,0
tool_33,tool_31,SIMILAR_PURPOSE,1,similar purpose,0
tool_33,tool_39,SIMILAR_PURPOSE,1,similar purpose,0
tool_33,tool_44,SIMILAR_PURPOSE,1,similar purpose,0
tool_33,tool_45,SIMILAR_PURPOSE,1,similar purpose,0
tool_33,tool_49,SIMILAR_PURPOSE,1,similar purpose,0
tool_33,tool_89,SIMILAR_PURPOSE,1,similar purpose,0
tool_33,tool_100,SIMILAR_PURPOSE,1,similar purpose,0
tool_74,tool_32,SIMILAR_PURPOSE,1,similar purpose,0
tool_74,tool_40,SIMILAR_PURPOSE,1,similar purpose,0
